start_time,end_time,open,close,low,high,h_open,h_close,h_low,h_high,finish
2023-06-12 00:00:00,2023-06-12 00:29:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 00:30:00,2023-06-12 00:59:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 01:00:00,2023-06-12 01:29:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 01:30:00,2023-06-12 01:59:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 02:00:00,2023-06-12 02:29:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 02:30:00,2023-06-12 02:59:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 03:00:00,2023-06-12 03:29:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 03:30:00,2023-06-12 03:59:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 04:00:00,2023-06-12 04:29:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 04:30:00,2023-06-12 04:59:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 05:00:00,2023-06-12 05:29:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 05:30:00,2023-06-12 05:59:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 06:00:00,2023-06-12 06:29:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 06:30:00,2023-06-12 06:59:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 07:00:00,2023-06-12 07:29:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 07:30:00,2023-06-12 07:59:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 08:00:00,2023-06-12 08:29:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 08:30:00,2023-06-12 08:59:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 09:00:00,2023-06-12 09:29:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 09:30:00,2023-06-12 09:59:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 10:00:00,2023-06-12 10:29:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 10:30:00,2023-06-12 10:59:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 11:00:00,2023-06-12 11:29:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 11:30:00,2023-06-12 11:59:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 12:00:00,2023-06-12 12:29:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 12:30:00,2023-06-12 12:59:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 13:00:00,2023-06-12 13:29:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 13:30:00,2023-06-12 13:59:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 14:00:00,2023-06-12 14:29:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 14:30:00,2023-06-12 14:59:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 15:00:00,2023-06-12 15:29:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 15:30:00,2023-06-12 15:59:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 16:00:00,2023-06-12 16:29:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
2023-06-12 16:30:00,2023-06-12 16:59:59,1.454,1.454,1.454,1.454,1.454,1.454,1.454,1.454,True
