start_time,end_time,open,close,low,high,h_open,h_close,h_low,h_high,finish
2023-06-21 00:00:00,2023-06-21 00:02:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 00:03:00,2023-06-21 00:05:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 00:06:00,2023-06-21 00:08:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 00:09:00,2023-06-21 00:11:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 00:12:00,2023-06-21 00:14:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 00:15:00,2023-06-21 00:17:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 00:18:00,2023-06-21 00:20:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 00:21:00,2023-06-21 00:23:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 00:24:00,2023-06-21 00:26:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 00:27:00,2023-06-21 00:29:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 00:30:00,2023-06-21 00:32:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 00:33:00,2023-06-21 00:35:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 00:36:00,2023-06-21 00:38:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 00:39:00,2023-06-21 00:41:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 00:42:00,2023-06-21 00:44:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 00:45:00,2023-06-21 00:47:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 00:48:00,2023-06-21 00:50:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 00:51:00,2023-06-21 00:53:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 00:54:00,2023-06-21 00:56:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 00:57:00,2023-06-21 00:59:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 01:00:00,2023-06-21 01:02:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 01:03:00,2023-06-21 01:05:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 01:06:00,2023-06-21 01:08:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 01:09:00,2023-06-21 01:11:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 01:12:00,2023-06-21 01:14:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 01:15:00,2023-06-21 01:17:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 01:18:00,2023-06-21 01:20:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 01:21:00,2023-06-21 01:23:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 01:24:00,2023-06-21 01:26:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 01:27:00,2023-06-21 01:29:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 01:30:00,2023-06-21 01:32:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 01:33:00,2023-06-21 01:35:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 01:36:00,2023-06-21 01:38:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 01:39:00,2023-06-21 01:41:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-21 01:42:00,2023-06-21 01:44:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
